tigrex__legs	5	lock_on	1
tigrex__legs	5	partbreaker	1
tigrex__legs	8	partbreaker	2
tobi_kadachi__head	2	reload_speed	1
tobi_kadachi__head	6	artful_dodger	1
tobi_kadachi__chest	2	evade_extender	1
tobi_kadachi__chest	4	thunder_attack	1
tobi_kadachi__arms	2	evade_extender	1
tobi_kadachi__arms	4	artful_dodger	1
tobi_kadachi__arms	6	evade_extender	2
tobi_kadachi__waist	2	thunder_attack	1
tobi_kadachi__waist	6	thunder_attack	2
tobi_kadachi__legs	2	artful_dodger	1
tobi_kadachi__legs	4	thunder_resistance	1
tzitzi_ya_ku__head	2	thunder_attack	1
tzitzi_ya_ku__head	4	evade_extender	1
tzitzi_ya_ku__head	6	thunder_attack	2
tzitzi_ya_ku__chest	2	abnormal_status_enhancement	1
tzitzi_ya_ku__chest	4	artful_dodger	1
tzitzi_ya_ku__arms	2	abnormal_status_enhancement	1
tzitzi_ya_ku__arms	4	abnormal_status_enhancement	2
tzitzi_ya_ku__waist	2	evade_extender	1
tzitzi_ya_ku__waist	4	abnormal_status_enhancement	1
tzitzi_ya_ku__legs	2	fortify	1
tzitzi_ya_ku__legs	4	fortify	2
vipertobikadachi__head	5	burst_secret	1
vipertobikadachi__head	5	artful_dodger	1
vipertobikadachi__head	8	power_burst	1
vipertobikadachi__chest	5	power_burst	1
vipertobikadachi__chest	8	power_burst	2
vipertobikadachi__arms	5	burst_secret	1
vipertobikadachi__arms	5	pursuit_paralysis	1
vipertobikadachi__arms	8	paralysis_attack	1
vipertobikadachi__waist	5	burst_secret	1
vipertobikadachi__waist	5	burst	1
vipertobikadachi__waist	8	burst	2
vipertobikadachi__legs	5	burst_secret	1
vipertobikadachi__legs	5	pursuit_poison	1
vipertobikadachi__legs	8	pursuit_poison	2
volvidon__head	3	morph_boost	1
volvidon__head	4	power_prolonger	1
volvidon__chest	3	paralysis_attack	1
volvidon__chest	4	paralysis_attack	2
volvidon__arms	3	morph_boost	1
volvidon__arms	6	morph_boost	2
volvidon__waist	3	sp_insurance	1
volvidon__waist	4	fighting_spirit	1
volvidon__waist	6	sp_insurance	2
volvidon__legs	3	paralysis_resistance	1
volvidon__legs	4	paralysis_resistance	2
volvidon__legs	6	paralysis_resistance	3
zinogre__head	5	perfect_evade_sp_charge	1
zinogre__head	6	burst	1
zinogre__chest	5	perfect_evade_sp_charge	1
zinogre__chest	5	thunder_resistance	1
zinogre__chest	6	perfect_evade_sp_charge	2
zinogre__arms	5	thunder_attack	1
zinogre__arms	6	thunder_attack	2
zinogre__waist	5	artful_dodger	1
zinogre__waist	6	reload_speed	1
zinogre__legs	5	burst	1
zinogre__legs	6	thunder_attack	1
